,,,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,Kick Returns,,,,Punt Returns,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
293,Daniel Thomas,15,0,0,0,2.8,0,0,0,0,0,2024,26,JAX,15,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,5,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,34,2.8,282,63.7,S
294,Jalen Thompson,15,0,0,47,86.8,0,0,0,0,0,2024,26,ARI,15,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,61,37,98,3,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,47,38,80.9,442,11.6,9.4,2,120,7.8,277,165,14,0,2,0,2,6,5.8,0,0,944,86.8,1,0.2,SS
295,Carrington Valentine,15,0,0,30,50.2,1,2,0,0,0,2024,23,GNB,15,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,18,14,32,0,0,2,51,0,5,1,0,0,0,2,0,0,0,51,0,30,23,76.7,302,13.1,10.1,0,80.1,8.5,150,152,1,0,0,0,0,4,11.1,0,0,547,50.2,113,25.6,CB
296,Nate Wiggins,15,0,0,62,60,0,1,0,0,0,2024,21,BAL,15,6,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,25,8,33,0,0,1,26,1,13,0,0,0,0,1,0,0,0,26,0,62,31,50,441,14.2,7.1,0,66.7,12.1,336,105,1,1,0,0,1,4,10.8,0,0,680,60,194,40.8,CB
297,Riq Woolen,15,0,0,68,78.7,0,3,0,0,0,2024,25,SEA,15,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,32,14,46,0,0,3,11,0,14,0,0,0,0,1,0,0,0,11,0,68,36,52.9,401,11.1,5.9,5,76.9,11.1,266,135,6,1,0,0,1,6,11.5,0,0,890,78.7,55,11.7,RCB
298,DeAundre Alford,16,1,0,93,65,0,0,0,0,0,2024,27,ATL,16,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,61,22,83,1,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,93,67,72,606,9,6.5,8,117.9,7.7,428,178,13,1,0,0,2,16,16.2,0,0,723,65,43,9.6,CB
299,Zayne Anderson,16,0,0,2,11.3,0,1,0,0,0,2024,27,GNB,16,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,13,3,16,0,0,1,18,0,2,0,0,0,0,0,0,0,0,18,0,2,0,0,11,,5.5,0,10.4,12.5,5,6,1,0,0,0,0,1,5.9,0,0,123,11.3,257,58.1,S
300,Terrion Arnold,16,0,0,90,86.5,0,0,0,0,0,2024,21,DET,16,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,47,13,60,0,0,0,0,0,10,0,1,-1,0,0,0,0,0,-1,0,90,50,55.6,660,13.2,7.3,4,93.7,12.1,484,176,1,0,0,0,0,3,4.8,0,0,948,86.5,9,2,RCB
301,Cole Bishop,16,0,0,25,32.4,0,0,0,0,0,2024,22,BUF,16,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,25,15,40,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,25,18,72,232,12.9,9.3,2,127.4,8.4,119,113,6,1,0,0,1,5,11.1,0,0,358,32.4,219,49.1,S
302,Julian Blackmon,16,0.5,0,36,93.7,0,3,0,0,0,2024,26,IND,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,62,24,86,1,1,3,27,0,4,0,1,0,0,0,0,0,0,27,0,36,25,69.4,434,17.4,12.1,3,103.2,15.1,308,126,9,0,0,0,1,14,14,0,0,1083,93.7,45,9.6,FS
303,Brian Branch,16,1,0,84,83.7,0,4,0,0,0,2024,23,DET,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,79,30,109,8,6,4,48,0,16,0,0,0,0,1,0,0,0,48,0,84,51,60.7,584,11.5,7,3,73.7,8.7,392,192,25,2,5,0,8,10,8.4,0,0,917,83.7,27,5.9,SS
304,Joe Cardona,16,0,0,0,0,0,0,0,0,0,2024,32,NWE,16,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,122,27.9,LS
305,Andre Cisco,16,0,0,51,81.9,0,1,0,0,0,2024,24,JAX,16,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,44,24,68,1,0,1,22,0,7,0,0,0,0,0,0,0,0,22,0,51,30,58.8,592,19.7,11.6,3,110.9,11.5,294,298,10,0,0,0,0,5,6.8,0,0,979,81.9,39,8.8,SS
306,Kamren Curl,16,1,0,45,88,0,0,0,0,0,2024,25,LAR,16,16,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,49,30,79,1,1,0,0,0,9,0,1,33,1,2,0,0,0,33,0,45,25,55.6,369,14.8,8.2,4,112.2,10.4,222,147,22,3,0,1,4,10,11.2,0,0,981,88,35,8,FS
307,Cooper DeJean,16,0.5,0,68,59.9,2,0,211,0,0,2024,21,PHI,16,9,0,0,0,,0,0,,0,0,0,0,0,,0,21,211,10,0,0.5,38,13,51,3,1,0,0,0,6,2,3,0,0,1,0,0,0,211,211,68,45,66.2,374,8.3,5.5,0,80.1,5.5,160,214,8,0,0,0,1,8,13.6,2,0.2,627,59.9,169,37.7,DB
308,Grant Delpit,16,1,0,49,90.3,0,0,0,0,0,2024,26,CLE,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,68,43,111,7,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,49,39,79.6,472,12.1,9.6,4,134,7,201,271,32,1,4,0,6,6,5.1,0,0,979,90.3,150,32.3,SS
309,Brandin Echols,16,0,0,40,35.5,0,2,0,0,0,2024,27,NYJ,16,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,29,11,40,1,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,40,24,60,324,13.5,8.1,3,90,14.5,221,103,0,0,0,0,0,3,7,0,0,407,35.5,185,42.8,CB
310,C.J. Gardner-Johnson,16,0,0,37,86.7,0,6,0,0,0,2024,27,PHI,16,16,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,35,24,59,2,0,6,116,1,12,0,0,0,0,1,0,0,0,116,0,37,23,62.2,312,13.6,8.4,8,89,8.4,176,136,1,1,1,0,2,6,9.2,0,0,908,86.7,1,0.2,SS
311,Christian Gonzalez,16,0,0,88,87.5,0,2,0,0,0,2024,22,NWE,16,16,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,50,9,59,1,1,2,2,0,11,0,1,63,1,0,0,0,0,65,0,88,49,55.7,530,10.8,6,2,71.7,11.8,364,166,2,0,1,0,1,3,4.8,0,0,978,87.5,0,0,RCB
312,Mike Hilton,16,0,0,61,64.9,0,1,0,0,0,2024,30,CIN,16,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,50,23,73,12,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,61,41,67.2,356,8.7,5.8,3,92,4.7,193,163,39,3,1,1,4,5,6.4,0,0,739,64.9,13,2.8,CB
313,Darnay Holmes,16,1,0,32,26.7,0,0,0,0,0,2024,26,LVR,16,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,14,16,30,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,24,75,233,9.7,7.3,1,105.3,6.6,117,116,13,1,0,0,2,3,9.1,0,0,298,26.7,77,16.2,CB
314,Marlon Humphrey,16,0.5,0,96,79.7,0,6,0,0,0,2024,28,BAL,16,16,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0.5,50,17,67,5,4,6,37,1,15,0,0,0,0,2,0,0,0,37,0,96,58,60.4,556,9.6,5.8,3,60.9,6.2,327,229,23,0,3,0,4,6,8.2,0,0,903,79.7,1,0.2,LCB
315,Derwin James,16,5.5,0,58,90,0,1,0,0,0,2024,28,LAC,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,5.5,60,33,93,10,6,1,2,0,7,0,1,0,0,0,0,0,0,2,0,58,36,62.1,304,8.4,5.2,1,74.2,4.8,125,179,66,5,0,3,11,3,3.1,0,0,984,90,17,3.7,SS
316,Nazeeh Johnson,16,1,0,42,45.7,0,0,0,0,0,2024,26,KAN,16,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,33,23,56,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,23,54.8,365,15.9,8.7,3,107.7,15.4,286,79,5,0,0,0,1,4,6.7,0,0,494,45.7,163,37.8,S
317,Brandon Jones,16,0,0,70,84.4,0,3,0,0,0,2024,26,DEN,16,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,79,36,115,2,1,3,74,0,10,0,1,34,0,1,0,0,0,108,0,70,47,67.1,492,10.5,7,2,79,7.3,245,247,14,2,1,0,3,8,6.5,0,0,975,84.4,0,0,FS
318,Jourdan Lewis,16,1,0,57,79,0,1,0,0,0,2024,29,DAL,16,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,39,32,71,3,2,1,0,0,8,0,1,0,0,1,0,0,0,0,0,57,39,68.4,299,7.7,5.2,2,85.3,7.3,152,147,16,0,1,0,2,5,6.6,0,0,872,79,1,0.2,LCB
319,Quan Martin,16,0,0,28,87.1,0,1,0,0,0,2024,24,WAS,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,50,37,87,2,1,1,29,0,3,0,0,0,0,3,0,0,0,29,0,28,14,50,312,22.3,11.1,0,75.3,13,154,158,5,0,1,0,1,7,7.4,0,0,943,87.1,111,23.7,SS
320,Trent McDuffie,16,0.5,0,90,92.1,0,2,0,0,0,2024,24,KAN,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,45,14,59,6,4,2,0,0,13,0,0,0,0,1,0,0,0,0,0,90,54,60,545,10.1,6.1,4,82.9,9.6,371,174,18,1,3,1,5,4,6.3,0,0,996,92.1,5,1.2,LCB
321,Quinyon Mitchell,16,0,0,75,91.2,0,0,0,0,0,2024,23,PHI,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,37,9,46,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,75,41,54.7,472,11.5,6.3,3,87.2,13,398,74,0,0,0,0,0,3,6.1,0,0,955,91.2,23,5.1,LCB
322,Malik Mustapha,16,0,0,20,70.9,0,1,0,0,0,2024,22,SFO,16,12,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,32,40,72,2,0,1,1,0,5,0,0,0,0,0,0,0,0,1,0,20,7,35,83,11.9,4.2,1,44.4,12.2,44,39,7,1,0,0,1,8,10,0,0,756,70.9,77,17.1,SS
323,Rico Payton,16,0,0,2,1.8,0,0,0,0,0,2024,25,NOR,16,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,5,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,39.6,23,0,0,0,0,0,0,0,0,0,0,0,21,1.8,245,53.4,CB
324,Clark Phillips,16,0,0,43,36.6,0,1,15,0,0,2024,23,ATL,16,2,0,0,0,,0,0,,0,0,0,0,0,,0,1,15,15,0,0,27,8,35,3,0,1,45,0,5,0,1,5,0,2,0,0,0,65,15,43,32,74.4,308,9.6,7.2,3,107.5,8.1,185,123,0,0,0,0,0,6,14.6,0,0,407,36.6,100,22.4,CB
325,Jason Pinnock,16,3,0,37,89.3,0,0,0,0,0,2024,25,NYG,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,3,50,35,85,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,26,70.3,348,13.4,9.4,4,135.9,7.7,217,131,13,1,0,0,4,9,9.6,0,0,978,89.3,26,5.9,SS
326,Joey Porter Jr.,16,0,0,86,88.9,0,1,0,0,0,2024,24,PIT,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,53,17,70,2,0,1,16,0,7,0,0,0,0,0,0,0,0,16,0,86,54,62.8,684,12.7,8,0,82.7,9.6,483,201,0,0,0,0,0,8,10.3,0,0,971,88.9,78,17.1,RCB
327,Jordan Poyer,16,0,0,50,90.6,0,0,0,0,0,2024,33,MIA,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,51,47,98,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,33,66,490,14.8,9.8,2,111.2,9,268,222,12,2,1,0,3,12,10.9,0,0,964,90.6,1,0.2,FS
328,Justin Reid,16,0,0,62,90.1,0,2,0,0,0,2024,27,KAN,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,61,26,87,5,2,2,8,0,9,0,0,0,0,0,0,0,0,8,0,62,48,77.4,502,10.5,8.1,4,108.4,6.8,278,224,39,1,2,0,3,7,7.4,0,0,974,90.1,69,16,SS
329,Justin Simmons,16,0,0,37,91.4,0,2,0,0,0,2024,31,ATL,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,36,26,62,2,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,37,22,59.5,229,10.4,6.2,3,81.9,9.6,149,80,12,1,0,0,1,7,10.1,0,0,1017,91.4,6,1.3,FS
330,Harrison Smith,16,1,0,65,89,0,3,0,0,0,2024,35,MIN,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,56,31,87,3,1,3,0,0,10,0,1,0,0,0,0,0,0,0,0,65,43,66.2,506,11.8,7.8,4,90.9,10.2,319,187,44,4,0,2,5,9,9.4,0,0,1011,89,0,0,SS
331,Tyrique Stevenson,16,0,0,85,75.9,0,2,0,0,0,2024,24,CHI,16,14,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,51,27,78,1,0,2,43,1,12,0,0,0,0,1,0,0,0,43,0,85,48,56.5,662,13.8,7.8,4,87.5,11.1,505,157,0,0,0,0,0,10,11.4,0,0,811,75.9,109,24.9,LCB
332,Patrick Surtain II,16,0,0,62,84.7,0,4,0,0,0,2024,24,DEN,16,16,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,34,11,45,1,0,4,132,1,11,0,1,0,0,1,0,0,0,132,0,62,38,61.3,326,8.6,5.3,2,58.9,6.4,229,97,2,1,0,0,1,0,0,5,0.5,978,84.7,4,0.8,LCB
333,Denzel Ward,16,0,0,77,70,0,2,0,0,0,2024,27,CLE,16,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,41,8,49,1,1,2,0,0,19,0,1,0,0,1,0,0,0,0,0,77,42,54.5,716,17,9.3,4,92.8,14.8,460,256,3,0,1,0,1,14,22.2,0,0,759,70,50,10.8,LCB
334,Jay Ward,16,0,0,1,2.5,0,0,0,0,0,2024,24,MIN,16,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,4,2,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,79.2,3,0,0,4,0,1,0,1,0,0,0,0,28,2.5,314,69.8,S
335,Garrett Williams,16,0,0,62,71.8,0,2,0,0,0,2024,23,ARI,16,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,40,18,58,0,0,2,0,0,9,0,0,0,0,1,0,0,0,0,0,62,35,56.5,329,9.4,5.3,3,73.9,7.8,138,191,7,1,0,0,1,6,9.4,0,0,781,71.8,43,9.8,LCB
336,Marco Wilson,16,0,0,23,10.7,0,0,0,0,0,2024,25,"CIN,NWE",16,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,7,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,16,69.6,206,12.9,9,1,111.9,8.7,123,83,0,0,0,0,0,4,19,0,0,242,10.7,95,10.6,CB
337,Cal Adomitis,17,0,0,0,0,0,0,0,0,0,2024,26,CIN,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,140,30.4,LS
338,Tycen Anderson,17,0,0,0,0,0,0,0,0,0,2024,25,CIN,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,345,74.8,S
339,Budda Baker,17,2,0,74,98.2,0,0,0,0,0,2024,28,ARI,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,95,69,164,10,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,74,55,74.3,608,11.1,8.2,7,129.8,7.4,364,244,31,2,1,0,5,18,9.9,0,0,1067,98.2,43,9.8,FS
340,Darrell Baker,17,0,0,47,59.4,0,0,0,0,0,2024,26,TEN,17,9,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,32,8,40,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,25,53.2,315,12.6,6.7,4,102.7,10.2,182,133,1,0,0,0,0,4,9.1,0,0,628,59.4,160,35.1,RCB
341,Jessie Bates III,17,1,0,51,98.4,0,4,0,0,0,2024,27,ATL,17,17,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,62,40,102,2,1,4,55,1,10,0,1,0,0,4,0,0,0,55,0,51,36,70.6,345,9.6,6.8,5,89.1,7.5,190,155,10,2,1,0,4,8,7.3,0,0,1095,98.4,8,1.8,SS
342,Jordan Battle,17,0,0,26,40.7,1,1,0,0,0,2024,24,CIN,17,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,35,23,58,1,1,1,0,0,3,1,1,60,0,0,0,0,0,60,0,26,16,61.5,206,12.9,7.9,2,96,10.5,147,59,13,0,1,0,1,5,7.9,0,0,463,40.7,216,46.9,S
343,D'Anthony Bell,17,0,0,1,8.6,0,0,0,0,0,2024,28,CLE,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,10,9,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,6,6,6,0,91.7,4,4,2,4,0,1,0,1,1,5,0,0,93,8.6,394,84.7,S
344,Vonn Bell,17,0,0,26,62.2,0,1,0,0,0,2024,30,CIN,17,11,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,24,31,55,1,1,1,32,0,2,0,1,0,0,1,0,0,0,32,0,26,16,61.5,199,12.4,7.7,4,108.8,8,126,73,13,0,1,0,1,6,9.8,0,0,708,62.2,88,19.1,FS
345,Dane Belton,17,1,0,35,41.9,0,1,0,0,0,2024,24,NYG,17,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,28,28,56,1,1,1,0,0,6,0,1,0,0,1,1,10,10,10,0,35,23,65.7,263,11.4,7.5,2,95.3,7.1,129,134,10,2,0,0,3,5,8.2,0,0,459,41.9,344,77.7,S
346,Beanie Bishop,17,0.5,0,63,50.2,0,4,0,0,0,2024,25,PIT,17,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0.5,30,15,45,2,1,4,46,0,7,0,1,0,0,0,0,0,0,46,0,63,36,57.1,388,10.8,6.2,2,59.5,6.9,209,179,11,1,0,0,2,4,8.2,0,0,548,50.2,175,38.3,CB
347,Josh Blackwell,17,0,0,7,9.6,0,1,171,0,1,2024,25,CHI,17,1,1,0,0,,0,0,,0,0,6,1,25,25,0,7,146,20.9,1,0,10,3,13,0,0,1,10,0,2,0,0,0,0,0,0,0,0,181,171,7,5,71.4,60,12,8.6,0,57.7,6,19,41,6,1,0,0,1,1,7.1,0,0,102,9.6,286,65.4,DB
348,Jacob Bobenmoyer,17,0,0,0,0,0,0,0,0,0,2024,27,LVR,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,136,28.6,LS
349,Kris Boyd,17,0,0,4,4.4,0,0,0,0,0,2024,28,HOU,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,5,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,50,63,31.5,15.8,0,95.8,24.5,51,12,0,0,0,0,0,2,20,0,0,48,4.4,365,76.5,CB
350,Aaron Brewer,17,0,0,0,0,0,0,0,0,0,2024,34,ARI,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,134,30.7,LS
351,Jarvis Brownlee,17,0,0,74,86.4,0,1,0,0,0,2024,23,TEN,17,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,46,29,75,7,0,1,2,0,9,0,1,0,0,0,0,0,0,2,0,74,44,59.5,483,11,6.5,3,86.7,8.8,281,202,3,0,0,0,0,10,11.8,0,0,913,86.4,72,15.8,LCB
352,Ji'Ayir Brown,17,0,0,49,83,0,1,0,0,0,2024,24,SFO,17,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,48,29,77,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,49,28,57.1,304,10.9,6.2,2,80.7,10.6,184,120,8,0,0,0,0,7,8.3,0,0,886,83,116,25.8,FS
353,Mike Brown,17,0,0,15,36.5,0,0,0,0,0,2024,25,TEN,17,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,26,23,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,11,73.3,90,8.2,6,1,110.4,10.5,65,25,3,0,0,0,0,1,2,0,0,386,36.5,365,80,S
354,Montaric Brown,17,0,0,78,71.5,0,1,0,0,0,2024,25,JAX,17,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,55,20,75,6,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,78,53,67.9,582,11,7.5,4,101.5,8.7,387,195,1,0,0,0,0,10,11.8,0,0,855,71.5,149,33.6,CB
355,Coby Bryant,17,0,0,36,69.5,0,3,0,0,0,2024,25,SEA,17,11,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,48,25,73,1,2,3,87,1,6,0,0,0,0,1,0,0,0,87,0,36,25,69.4,290,11.6,8.1,2,77.3,9,194,96,7,0,2,0,2,4,5.2,0,0,786,69.5,158,33.6,SS
356,Calen Bullock,17,0,0,35,89.2,0,5,0,0,0,2024,21,HOU,17,13,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,37,17,54,0,0,5,96,0,11,0,1,0,0,0,0,0,0,96,0,35,15,42.9,168,11.2,4.8,2,37.3,15.2,76,92,1,0,0,0,0,7,11.5,0,0,977,89.2,90,18.9,FS
357,Percy Butler,17,0,0,17,36.8,0,0,0,0,0,2024,24,WAS,17,5,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,29,18,47,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,12,70.6,128,10.7,7.5,2,131.5,7.2,81,47,1,0,1,0,1,3,6,0,0,399,36.8,293,62.6,S
358,Kevin Byard,17,2,0,54,98.9,0,1,0,0,0,2024,31,CHI,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,80,50,130,5,2,1,0,0,7,0,2,0,0,1,0,0,0,0,0,54,38,70.4,507,13.3,9.4,4,116.8,11.8,305,202,11,2,0,0,4,11,7.8,0,0,1056,98.9,0,0,SS
359,Camryn Bynum,17,0,0,52,90.8,0,3,0,0,0,2024,26,MIN,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,54,42,96,2,0,3,3,0,10,0,2,0,0,0,0,0,0,3,0,52,32,61.5,442,13.8,8.5,2,77.6,12.2,271,171,7,0,0,0,0,7,6.8,0,0,1032,90.8,25,5.6,FS
360,Elijah Campbell,17,0,0,6,7.1,0,0,0,0,0,2024,29,MIA,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,5,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,50,33,11,5.5,0,66.7,9.2,26,7,1,1,0,0,1,4,26.7,0,0,76,7.1,290,65.3,DB
361,Jeremy Chinn,17,2,0,53,94.3,0,1,0,0,0,2024,26,WAS,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,73,44,117,7,3,1,0,0,5,0,2,0,0,1,0,0,0,0,0,53,39,73.6,459,11.8,8.7,7,131.2,9.6,292,167,22,1,1,0,4,7,5.6,0,0,1021,94.3,179,38.2,FS
362,Brandon Codrington,17,0,0,13,6.3,2,0,619,0,0,2024,24,BUF,17,0,0,0,0,,0,0,,0,0,0,11,306,27.8,0,27,313,11.6,0,0,8,1,9,0,0,0,0,0,1,2,1,0,0,0,0,0,0,619,619,13,10,76.9,67,6.7,5.2,2,127.2,5,46,21,0,0,0,0,0,0,0,0,0,69,6.3,126,28.3,DB
363,Bryan Cook,17,0,0,47,90.1,0,2,0,0,0,2024,25,KAN,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,55,23,78,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,47,29,61.7,397,13.7,8.4,3,92.2,11.3,247,150,4,0,0,0,0,5,6,0,0,974,90.1,60,13.9,FS
364,Morgan Cox,17,0,0,0,0,0,0,0,0,0,2024,38,TEN,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,130,28.5,LS
365,Nick Cross,17,1,0,59,99.9,0,3,0,0,0,2024,23,IND,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,87,59,146,6,1,3,25,0,5,0,0,0,0,1,0,0,0,25,0,59,42,71.2,506,12,8.6,6,109.9,9.2,295,211,15,1,0,0,2,12,7.6,0,0,1155,99.9,90,19.2,SS
366,Scott Daly,17,0,0,0,0,0,0,0,0,0,2024,30,CHI,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,130,29.7,LS
